src,dst,shapley_raw,shapley_normalized
145,3493,45.35375118255615,5.222352501906926e-05
1434,1694,45.35031509399414,5.221956846305554e-05
126,998,45.34898853302002,5.221804096668722e-05
2809,4566,45.32851028442383,5.2194460859198306e-05
264,7010,45.32329559326172,5.2188456294035104e-05
4013,5553,45.31998825073242,5.218464798533248e-05
1584,6977,45.29409408569336,5.215483160762378e-05
7,5623,45.19686412811279,5.2042874140161535e-05
2052,4506,45.181955337524414,5.202570710153749e-05
240,6739,45.15960502624512,5.199997136833253e-05
445,6993,45.13399314880371,5.197048003658e-05
538,1796,44.98627853393555,5.180039095499116e-05
1380,2952,44.97380828857422,5.178603183025195e-05
106,2677,44.90021896362305,5.170129586349024e-05
112,6292,44.898499488830566,5.169931593829104e-05
117,379,44.860602378845215,5.165567851867598e-05
43,2938,44.85646438598633,5.1650913740284766e-05
1325,6886,44.8423547744751,5.16346669331177e-05
1919,2516,44.815306663513184,5.160352182025036e-05
2111,2357,44.7803840637207,5.1563309462585556e-05
464,2172,44.76711845397949,5.154803449890229e-05
1380,2005,44.76064729690552,5.154058314979569e-05
1286,3031,44.75829792022705,5.153787791090039e-05
599,5802,44.757880210876465,5.153739693073552e-05
5862,5864,44.709683418273926,5.148189972623338e-05
1547,1979,44.70417308807373,5.147555474131879e-05
231,5099,44.69041347503662,5.145971094721224e-05
117,3087,44.65705680847168,5.142130171610156e-05
601,4886,44.64448928833008,5.1406830582282865e-05
2111,7124,44.54880714416504,5.129665537693837e-05
3043,6244,44.474106788635254,5.121064009078838e-05
1741,2490,44.44869613647461,5.118138046409244e-05
1584,6981,44.42283630371094,5.115160361900003e-05
240,5572,44.38533163070679,5.110841807915173e-05
227,5145,44.30354690551758,5.101424534744307e-05
4402,4906,44.29896068572998,5.100896444878362e-05
604,3097,44.29255676269531,5.100159051771726e-05
1286,5831,44.27431297302246,5.098058332467191e-05
1751,5977,44.238136291503906,5.093892692838428e-05
1754,4625,44.237792015075684,5.093853050409315e-05
1387,2436,44.23661231994629,5.0937172119472284e-05
481,5263,44.23431396484375,5.09345256304373e-05
258,3738,44.18852615356445,5.0881802297844855e-05
49,5953,44.150400161743164,5.083790132745452e-05
698,6569,44.140634536743164,5.08266564943764e-05
531,5233,44.05615425109863,5.072937990322484e-05
546,4752,44.030574798583984,5.069992590783214e-05
1330,5755,43.985464096069336,5.0647982246283196e-05
4840,6278,43.975656509399414,5.063668909556295e-05
1967,3674,43.97060680389404,5.0630874506583584e-05
1719,7043,43.96826171875,5.062817420926532e-05
974,4979,43.914127349853516,5.0565840058401416e-05
682,1789,43.911709785461426,5.056305630333765e-05
117,3093,43.907569885253906,5.055828932868998e-05
231,7087,43.904337882995605,5.055456777211755e-05
2054,2772,43.902337074279785,5.0552263899090406e-05
1380,5786,43.8468132019043,5.048832977539498e-05
1286,4410,43.82035160064697,5.045786001138927e-05
1364,7240,43.79528045654297,5.04289913183433e-05
124,1575,43.72792911529541,5.035143820833589e-05
730,3731,43.702672481536865,5.0322355929349135e-05
240,2295,43.70149612426758,5.0321001388177084e-05
240,2660,43.69731903076172,5.031619158652843e-05
104,6630,43.66899490356445,5.0283577178088966e-05
46,6210,43.66746807098389,5.028181907479228e-05
2843,5134,43.66028308868408,5.0273545776705315e-05
1525,4507,43.645931243896484,5.025702004496776e-05
43,6162,43.620941162109375,5.022824469282137e-05
53,621,43.618309020996094,5.0225213858905785e-05
3018,4909,43.564151763916016,5.016285335296436e-05
540,651,43.53522539138794,5.012954547654747e-05
532,7045,43.520236015319824,5.0112285646087964e-05
435,2352,43.51328659057617,5.010428358567388e-05
61,3652,43.49759101867676,5.008621059125985e-05
380,6243,43.48880386352539,5.0076092437746e-05
1315,2997,43.477882385253906,5.006351667325278e-05
251,342,43.467867851257324,5.005198522870656e-05
714,4743,43.46461486816406,5.004823951331306e-05
540,5119,43.42928695678711,5.000756045115038e-05
602,1393,43.42459774017334,5.000216095464207e-05
7,5246,43.296813011169434,4.985502055680972e-05
49,3338,43.29236602783203,4.98498999848719e-05
730,1081,43.271888256073,4.982632042644711e-05
1325,5209,43.25065994262695,4.9801876641105085e-05
454,6680,43.247257232666016,4.979795851957943e-05
2054,3435,43.243271827697754,4.979336944170506e-05
23,5341,43.23239850997925,4.978084913268747e-05
3438,4928,43.21799850463867,4.976426794547428e-05
250,3448,43.1795654296875,4.97200133777938e-05
1289,5724,43.163689613342285,4.9701732837144244e-05
2551,6641,43.14452648162842,4.96796670484849e-05
231,2682,43.13835525512695,4.9672561060706725e-05
1724,5139,43.07901477813721,4.96042322278337e-05
2267,5297,43.05332851409912,4.9574655242079206e-05
1429,6931,42.95426845550537,4.946059046654304e-05
2,6200,42.943602561950684,4.944830900041554e-05
181,5512,42.913923263549805,4.941413415176084e-05
1322,4172,42.904648780822754,4.940345485472132e-05
71,5290,42.90226697921753,4.940071227946618e-05
1287,4498,42.87635684013367,4.937087750810962e-05
214,4206,42.860246658325195,4.935232710244748e-05
126,1649,42.856597900390625,4.934812566383841e-05
1741,2492,42.85462188720703,4.934585034214526e-05
613,625,42.841461181640625,4.9330696172567324e-05
538,4121,42.832332134246826,4.932018434008292e-05
3046,5084,42.83023452758789,4.931776900704041e-05
1751,6074,42.78540515899658,4.9266149293319405e-05
117,1700,42.77637577056885,4.925575221523507e-05
2139,2327,42.72960948944092,4.920190220307835e-05
3312,4319,42.68649959564209,4.915226241455655e-05
1288,6082,42.68574142456055,4.915138940261347e-05
4836,5015,42.67579936981201,4.9139941415812755e-05
84,7212,42.67164707183838,4.913516016549809e-05
2809,2978,42.646851539611816,4.910660883151068e-05
714,5306,42.55534744262695,4.900124452594307e-05
1286,3027,42.50983810424805,4.894884184679387e-05
599,1932,42.501874923706055,4.893967247607099e-05
